angle,distance
-0.14590952546672564,20.5,0.04519281545545461
-0.1382300767579506,21.3,0.04363666929804816
-0.13439035240356306,21.1,0.04406450004049476
-0.12671090369478802,19.700000000000003,0.047115177402674714
-0.12287117934040048,19.0,0.048800758646480154
-0.11519173063162544,19.0,0.04887402333384871
-0.1113520062772379,22.5,0.041626160199006286
-0.09983283321407532,20.3,0.046029309531233596
-0.09215338450530028,19.900000000000002,0.04698099835105556
-0.08447393579652523,19.900000000000002,0.047051957150663896
-0.07679448708775019,21.700000000000003,0.043386494714496314
-0.06527531402458761,22.0,0.04291796415210035
-0.06527531402458761,22.0,0.04291796415210035
-0.04991641660703752,22.0,0.04304849554200899
-0.04607669225264999,22.0,0.04308125254647668
-0.04223696789826245,22.0,0.04311405944065348
-0.03455751918948741,22.0,0.04317982335472927
-0.023038346126324827,22.0,0.04327884626154094
-0.015358897417549783,22.0,0.04334511423694178
-0.007679448708774739,22.0,0.04341158546078268
-0.0038397243543872167,22.0,0.04344489758330032
0.0038397243543878273,22.0,0.04344489758330032
0.0038397243543878273,22.0,0.04344489758330032
0.015358897417550407,22.0,0.04334511423694178
0.01919862177193793,22.0,0.04331195490149382
0.03071779483510051,22.0,0.04321278060379689
0.03839724354387556,22.0,0.04314691633860112
0.04991641660703813,22.0,0.04304849554200899
0.057595865315813184,22.0,0.04298313074768607
0.06527531402458824,22.0,0.042917964152100335
0.0729547627333633,22.0,0.0428529948551509
0.08063421144213834,22.0,0.042788221962178914
0.08831366015091338,22.0,0.04272364458392655
0.09599310885968844,22.0,0.042659261836496265
0.107512281922851,22.0,0.04256305072769862
0.11519173063162606,22.0,0.042499150725085824
0.11903145498601359,22.0,0.04246727261972256
0.12671090369478863,22.0,0.04240365966240724
0.1382300767579512,22.0,0.04230859675419451
0.14590952546672625,22.0,0.04224545792575104
0.15358897417550132,22.0,0.042182507265745905
0.1651081472386639,22.0,0.04208843225558528
0.17278759594743892,22.0,0.04202594835290333
0.17662732030182646,22.0,0.04199477592200919
0.18814649336498904,22.0,0.04190153547627139
0.19582594207376408,22.0,0.0418396048619482
0.20734511513692666,22.0,0.04174705143239
0.2150245638457017,22.0,0.04168557629717391
0.2303834612632518,22.0,0.04156316758758665
0.23422318561763933,22.0,0.041532677656001375
0.24190263432641437,22.0,0.04147183179715067
0.24190263432641437,22.0,0.04147183179715067
0.253421807389577,22.0,0.04138089655051851
0.261101256098352,22.0,0.04132049427785469
0.2726204291615146,22.0,0.04123022077324027
0.28413960222467716,22.0,0.04114034085252065
0.2918190509334522,22.0,0.04108063829383571
0.29949849964222724,22.0,0.04102110876387687
0.3071779483510023,22.0,0.04096175151153013
0.31869712141416484,22.0,0.040873037021146426
0.3263765701229399,19.1,0.04670270973719963
0.334056018831715,23.400000000000002,0.03841692551848511
0.3455751918948775,19.700000000000003,0.04518613714124644
0.35325464060365264,19.8,0.0449043864944016
0.36477381366681516,19.8,0.04480796837552277
0.36861353802120267,19.700000000000003,0.044992229745938694
0.3762929867299778,19.700000000000003,0.04492796324828312
0.3878121597931403,21.700000000000003,0.04088195925321078
0.39933133285630296,21.700000000000003,0.04079473986718547
0.407010781565078,21.700000000000003,0.04073680006919839
0.4146902302738531,29.400000000000002,0.030375455883135144
0.4185299546282406,25.5,0.03482111326557462
0.4223696789826281,23.3,0.03794675189151507
0.4262094033370156,21.700000000000003,0.04059266806864445
0.43772857640017815,20.700000000000003,0.04237334455121246
0.4492477494633408,20.900000000000002,0.04189761830990153
0.4607669225265033,20.900000000000002,0.041809237699065506
0.46844637123527844,20.900000000000002,0.041750524149609884
0.47612581994405345,22.1,0.039526158376767866
0.47996554429844096,23.6,0.037090020161129694
0.48380526865282847,22.8,0.03830990039240678
0.4914847173616036,22.700000000000003,0.03841774583620845
0.5030038904247661,22.700000000000003,0.03833732781874096
0.5106833391335412,24.200000000000003,0.03600509886018879
0.5183627878423163,21.200000000000003,0.04081377645584053
0.5298819609054789,23.700000000000003,0.03660641424693711
0.5452408583230289,22.900000000000002,0.03772694933647464
0.5529203070318041,33.0,0.026483150378223044
0.5605997557405791,25.8,0.03355162615084797
0.5721189288037417,25.8,0.03348226528595611
0.5797983775125167,25.8,0.03343618381104953
0.5913175505756794,25.1,0.03426220734079565
0.5913175505756794,24.200000000000003,0.03548585760296693
0.6028367236388419,24.200000000000003,0.03541290032164929
0.6105161723476169,24.200000000000003,0.035364428569087655
