angle,distance
-0.6181956210563908,20.5,0.04139374190946305
-0.6143558967020033,20.5,0.041422051578791697
-0.6143558967020033,20.5,0.041422051578791697
-0.6105161723476158,20.5,0.04145039999725624
-0.6066764479932283,20.5,0.04147878724446854
-0.5989969992844533,20.5,0.041535678544675846
-0.5913175505756783,20.5,0.04159272612068683
-0.5797983775125157,20.5,0.04167859191330826
-0.5682792044493532,20.5,0.041764812969338413
-0.5644394800949657,20.5,0.041793632650114605
-0.5605997557405782,20.5,0.04182249213221981
-0.5567600313861907,20.5,0.04185139149816223
-0.5529203070318032,20.5,0.04188033083067831
-0.5529203070318032,20.5,0.04188033083067831
-0.5490805826774157,20.5,0.04190931021273349
-0.5452408583230282,20.900000000000002,0.04117233283752256
-0.5414011339686406,20.900000000000002,0.041200861797130645
-0.5337216852598656,20.5,0.04202562990371329
-0.5222025121967031,20.5,0.04211329429176861
-0.5106833391335406,20.900000000000002,0.04143052471583367
-0.49916416607037806,20.900000000000002,0.04151730979259933
-0.48764499300721553,20.400000000000002,0.042576526016317125
-0.476125819944053,20.400000000000002,0.042666086845950364
-0.468446371235278,20.400000000000002,0.04272600368581572
-0.45692719817211547,20.3,0.04301721014643354
-0.45308747381772796,20.3,0.04304750018492093
-0.4377285764001778,20.3,0.04316908811085965
-0.4338888520457903,20.3,0.04319959248875349
-0.4262094033370153,20.3,0.0432607307586023
-0.41469023027385277,20.3,0.043352763326164716
-0.41085050591946526,20.3,0.04338352792795724
-0.40317105721069024,20.3,0.04344518830739013
-0.3954916085019151,20.3,0.04350702421029914
-0.3878121597931401,19.8,0.04461636899268676
-0.38013271108436497,19.8,0.04468005313128529
-0.37629298672997746,19.8,0.04471196342497406
-0.36861353802120245,20.3,0.04372484299253197
-0.3609340893124273,20.3,0.043787478101165345
-0.3494149162492648,20.3,0.04388176795269932
-0.3455751918948773,20.3,0.04391328820769022
-0.33789574318610216,19.8,0.04503359131572955
-0.32637657012293964,19.8,0.04513098392873619
-0.3186971214141645,19.8,0.04519614670607537
-0.3110176727053895,19.8,0.045261497927225953
-0.30333822399661436,20.3,0.04426302342464148
-0.29565877528783935,20.3,0.044327211022919345
-0.2879793265790642,20.3,0.04439158505360864
-0.2841396022246767,19.8,0.045491723058075716
-0.2764601535159017,19.8,0.04555793247570308
-0.26878070480712657,19.8,0.04562433489883027
-0.25726153174396404,20.3,0.04465096184014437
-0.24958208303518895,20.400000000000002,0.04450732574849005
-0.24190263432641387,20.400000000000002,0.04457252950161054
-0.2342231856176388,20.400000000000002,0.04463792458355288
-0.2303834612632513,20.3,0.04488041570490577
-0.22654373690886379,20.3,0.0449133874801155
-0.2188642882000887,20.3,0.04497947658235001
-0.21118483949131364,20.3,0.04504576046864475
-0.20734511513692613,20.400000000000002,0.044868326305839715
-0.19582594207376355,21.3,0.043152955687211156
-0.18814649336498848,20.5,0.04482489841647637
-0.1804670446562134,20.3,0.04531286117912881
-0.17278759594743834,20.5,0.04495799126124544
-0.16126842288427576,20.900000000000002,0.04423534751085821
-0.14974924982111318,20.5,0.04515911906642097
