angle,distance
-0.6258750697651663,32.6,0.026450911540724167
-0.6181956210563913,153.4,0.005764024942056059
-0.6181956210563913,153.3,0.005767760538259595
-0.6143558967020037,153.3,0.005771705177861448
-0.6066764479932287,153.3,0.0057796106659499255
-0.5989969992844537,153.3,0.005787537839990476
-0.5874778262212912,153.3,0.005799469457808374
-0.5759586531581287,153.3,0.00581145037382919
-0.5644394800949661,153.3,0.00582348089421558
-0.5605997557405786,153.3,0.005827502144152468
-0.5490805826774161,153.3,0.005839599284340699
-0.5490805826774161,153.3,0.005839599284340699
-0.5452408583230286,153.3,0.005843642833063797
-0.5414011339686411,153.3,0.0058476919854644266
-0.5414011339686411,152.9,0.005862890665088766
-0.5375614096142536,152.8,0.005870770637312426
-0.5298819609054786,152.8,0.005878923484391071
-0.5260422365510911,152.8,0.005883008405337076
-0.518362787842316,152.8,0.005891195301168139
-0.510683339133541,153.5,0.0058726763189434145
-0.5068436147791535,153.5,0.0058767711253088556
-0.4991641660703785,152.8,0.005911762577749839
-0.4914847173616035,152.8,0.005920029754994411
-0.48380526865282847,152.9,0.005924468026895916
-0.47996554429844096,152.9,0.005928619207042173
-0.47228609558966594,152.9,0.005936939043819535
-0.46460664688089093,152.5,0.005960774856662819
-0.4492477494633408,152.5,0.005977575511314942
-0.43772857640017826,32.6,0.027366118355991384
-0.43004912769140324,32.6,0.027404820897594804
-0.42620940333701574,23.3,0.03791989980075017
-0.4146902302738532,23.3,0.0380005703229345
-0.4146902302738532,22.900000000000002,0.03863656313168654
-0.4031710572106906,23.3,0.038081584812650615
-0.39933133285630307,32.6,0.027560731993604475
-0.39165188414752805,32.6,0.02759998735212335
-0.3839724354387529,32.4,0.027804859812621933
-0.3762929867299779,32.4,0.02784457602513355
-0.3686135380212028,32.4,0.027884405860506917
-0.36093408931242776,32.4,0.02792434980703059
-0.35325464060365264,32.6,0.027797953544153372
-0.3455751918948776,32.6,0.027837888060232185
-0.334056018831715,21.900000000000002,0.04093331801969593
-0.3302162944773275,21.200000000000003,0.04225442510814852
-0.31869712141416495,21.1,0.042537549841012115
-0.31485739705977744,21.1,0.0425682811389376
-0.3033382239966148,21.1,0.04266074203370423
-0.2956587752878398,21.1,0.04272260609901276
-0.28797932657906467,21.1,0.04278464984804815
-0.27646015351590214,21.900000000000002,0.04138013080762551
-0.268780704807127,22.0,0.04126026808242042
-0.261101256098352,22.0,0.04132049427785469
-0.2572615317439645,22.700000000000003,0.04012934545126899
-0.24574235868080188,22.8,0.04004848489476278
-0.2380629099720268,22.8,0.04010719940256832
-0.23038346126325174,22.8,0.04016608632413836
-0.21886428820008916,32.6,0.028513775333454026
-0.21502456384570165,32.6,0.028534769489136903
-0.20350539078253907,32.6,0.028597937858030123
-0.19966566642815156,32.6,0.028619056177076618
-0.1919862177193765,32.6,0.02866138652326578
-0.18430676901060142,32.6,0.028703842276278597
-0.17662732030182635,32.6,0.02874642399423248
-0.16894787159305127,22.700000000000003,0.04081497228758098
-0.16126842288427623,22.0,0.04211974393425194
-0.1574286985298887,22.0,0.04215110223623506
-0.1574286985298887,21.900000000000002,0.04233516818486491
-0.1420698011123386,21.900000000000002,0.042461619503196955
-0.13439035240356356,21.200000000000003,0.0438660113015736
-0.12671090369478852,21.900000000000002,0.042588828481893735
-0.11519173063162594,21.900000000000002,0.0426847365361124
-0.1113520062772384,22.1,0.042346959509811585
-0.09983283321407582,22.900000000000002,0.041021936946245834
-0.09599310885968829,23.3,0.04037707910450264
-0.08831366015091324,23.700000000000003,0.03978315082713808
-0.0806342114421382,23.700000000000003,0.03984328360850669
-0.07295476273336315,23.3,0.04056044780528687
-0.061435589670200574,23.5,0.04032089889073527
-0.05375614096142553,22.5,0.04210055877494951
-0.049916416607037994,22.700000000000003,0.041777020990135305
-0.04223696789826295,22.700000000000003,0.04184064840232195
-0.03071779483510037,22.8,0.041760250163333124
-0.023038346126325326,32.6,0.029625400714745283
-0.015358897417550282,32.6,0.0296707627217161
-0.007679448708775238,32.6,0.029716263857083383
-1.942890293094024e-16,32.6,0.02976190476190476
0.00767944870877485,32.6,0.029716263857083383
0.011519173063162372,32.6,0.029693495858376176
0.019198621771937416,32.4,0.02982559768665742
0.026878070480712467,32.6,0.029602771685149184
0.03455751918948752,32.4,0.02973460889696926
0.03839724354387504,32.4,0.02971194837688101
0.04991641660703761,32.4,0.02964417357683254
0.053756140961425135,32.4,0.029621650635069267
0.06527531402458771,32.4,0.02955428669156611
0.06911503837897523,255.0,0.0038529900884328307
0.07679448708775029,255.0,0.0038471618360119784
0.08447393579652533,255.0,0.00384135118925342
0.09215338450530039,255.0,0.003835558068504146
0.09599310885968791,32.4,0.029376138390401627
0.09983283321407543,32.6,0.02917929443497844
0.11135200627723801,32.6,0.029113534662995467
0.11519173063162554,32.6,0.029091680555862323
0.1267109036947881,32.6,0.029026314649862103
0.13823007675795068,32.6,0.028961241825787916
0.14590952546672573,32.6,0.02891802179441292
0.15358897417550077,32.6,0.028874930568814166
0.16126842288427584,32.6,0.02883196757404151
0.17662732030182593,255.0,0.0037729681492430136
0.18430676901060097,255.0,0.0037673792987615662
0.19198621771937602,255.0,0.0037618069811786335
0.2073451151369261,255.0,0.003750711652128789
0.22270401255447622,255.0,0.003739681581236512
0.22654373690886376,255.0,0.0037369341926814853
0.23806290997202634,255.0,0.0037287161944575243
0.24958208303518892,255.0,0.0037205342617878403
0.25726153174396393,255.0,0.003715099559355762
0.26878070480712657,255.0,0.00370697721052996
0.2764601535159016,255.0,0.0037015820136508757
0.2841396022246766,255.0,0.003696202498468652
0.2918190509334517,255.0,0.003690838596711802
0.29949849964222675,255.0,0.003685490240504563
0.30717794835100176,255.0,0.0036801573623640362
0.3148573970597768,255.0,0.003674839895197348
0.32253684576855185,255.0,0.003669537772298835
0.3302162944773269,255.0,0.0036642509273472562
0.33789574318610194,255.0,0.0036589792944030264
0.34557519189487695,255.0,0.0036537228079054755
0.3570943649580396,255.0,0.0036458663352578412
0.3647738136668146,255.0,0.0036406474305112264
0.37245326237558973,255.0,0.003635443445693873
0.37629298672997724,255.0,0.003632847028279144
0.38397243543875226,255.0,0.0036276653036780185
0.38781215979313977,255.0,0.0036250799806558003
0.3954916085019149,255.0,0.0036199203737475464
0.4070107815650774,255.0,0.003612208443635952
0.41469023027385254,255.0,0.0036070853861222985
0.41852995462824005,255.0,0.0036045293028817483
0.4300491276914026,255.0,0.0035968827428093184
0.4377285764001777,255.0,0.003591803034223869
0.4454080251089527,255.0,0.0035867376530722347
0.45692719817211536,255.0,0.003579166312964978
0.45692719817211536,255.0,0.003579166312964978
0.4722860955896654,255.0,0.0035691207767336976
0.4761258199440529,255.0,0.003566618197278663
0.483805268652828,255.0,0.0035616235521065682
0.49532444171599055,255.0,0.0035541577585000783
0.49916416607037806,255.0,0.0035516761111637706
0.5106833391335407,255.0,0.003544251919049834
0.5145230634879282,255.0,0.0035417840808968366
0.5222025121967032,255.0,0.0035368587002852546
0.5298819609054783,235.20000000000002,0.0038280204568134917
0.5414011339686409,235.20000000000002,0.0038200629693359916
0.549080582677416,235.60000000000002,0.0038083270058062975
0.556760031386191,236.4,0.0037902481769607746
0.5644394800949661,255.0,0.003510012117099469
0.5721189288037412,255.0,0.0035051746471235308
0.5797983775125163,255.0,0.003500350492719249
0.5913175505756788,255.0,0.003493139107792058
0.5951572749300663,255.0,0.0034907419113154635
0.6066764479932288,255.0,0.0034835700224846626
0.6105161723476163,255.0,0.003481185937269567
