time,voltage,current,LLR
0.04878878593444824,7754666,253333,0
0.0917975902557373,7682000,546666,0
0.1286303997039795,7688066,468000,0
0.1590282917022705,7706133,442666,0
0.19382143020629883,7705466,436000,0
0.2231435775756836,7714466,409333,0
0.248396635055542,7721200,384000,0
0.28182482719421387,7720533,364000,0
0.3077859878540039,7720866,370666,0
0.33753299713134766,7720533,384000,0
0.36238765716552734,7721200,377333,0
0.39357876777648926,7720866,384000,0
0.4184532165527344,7720200,357333,0
0.4444997310638428,7720200,364000,0
0.4718749523162842,7720533,364000,0
0.49904298782348633,7720866,370666,0
0.5262875556945801,7720866,377333,0
0.5570778846740723,7720866,370666,0
0.5868701934814453,7720533,364000,0
0.6135001182556152,7730200,357333,0
0.6403288841247559,7720200,364000,0
0.6686356067657471,7720200,370666,0
0.69828200340271,7720533,364000,0
0.7237246036529541,7720533,370666,0
0.7547743320465088,7720866,364000,0
0.7816543579101562,7720866,377333,0
0.8084671497344971,7720200,384000,0
0.8338489532470703,7720533,364000,0
0.8618226051330566,7720533,377333,0
0.8901362419128418,7720200,370666,0
0.9162909984588623,7720533,357333,0
0.9458198547363281,7720200,364000,0
0.9747536182403564,7720200,364000,0
1.0018465518951416,7720200,370666,0
1.026120901107788,7720533,370666,0
1.0563349723815918,7720533,370666,0
1.086747169494629,7720533,364000,0
1.113898515701294,7720533,370666,0
1.1403381824493408,7720866,364000,0
1.1666083335876465,7720533,370666,0
1.1944684982299805,7720533,370666,0
1.2235450744628906,7720533,370666,0
1.2535076141357422,7720533,370666,0
1.276505708694458,7720533,364000,0
1.3030874729156494,7720866,377333,0
1.3263583183288574,7720866,370666,0
1.3567700386047363,7713866,384000,0
1.3898684978485107,7720866,364000,0
1.4149301052093506,7720533,370666,0
1.4389283657073975,7720533,370666,0
1.4689929485321045,7720533,370666,0
1.496340036392212,7720200,377333,0
1.5210704803466797,7720866,364000,0
1.5456218719482422,7720866,364000,0
1.571516513824463,7720866,370666,0
1.5978877544403076,7720200,370666,0
1.6237986087799072,7720866,364000,0
1.6515913009643555,7720533,364000,0
1.6799395084381104,7720533,377333,0
1.710538387298584,7720533,370666,0
1.7413976192474365,7720533,377333,0
1.775709629058838,7720200,370666,0
1.807427167892456,7720533,364000,0
1.839512825012207,7720533,370666,0
1.8802118301391602,7720866,370666,0
1.9161696434020996,7721200,384000,0
1.9449403285980225,7720866,384000,0
1.9765868186950684,7713200,384000,0
2.005991220474243,7712866,384000,0
2.0363595485687256,7720866,384000,0
2.0645227432250977,7721200,377333,0
2.0906195640563965,7720866,377333,0
2.1180880069732666,7720200,370666,0
2.1440789699554443,7720866,377333,0
2.174406051635742,7720533,370666,0
2.206392765045166,7720533,364000,0
2.2381856441497803,7720533,377333,0
2.277111291885376,7720533,384000,0
2.3084657192230225,7720533,377333,0
2.3349924087524414,7720866,370666,0
2.3590264320373535,7720533,384000,0
2.3937761783599854,7720533,377333,0
2.4182043075561523,7721200,384000,0
2.442950487136841,7720866,377333,0
2.4740703105926514,7721200,384000,0
2.498725414276123,7713533,384000,0
2.5264346599578857,7721200,384000,0
2.55576229095459,7713533,390666,0
2.5818772315979004,7721200,384000,0
2.608168363571167,7721200,377333,0
2.635059118270874,7720866,377333,0
2.661792755126953,7720533,370666,0
2.6946656703948975,7720200,364000,0
2.7201130390167236,7720200,364000,0
2.745967388153076,7720200,364000,0
2.7703919410705566,7719866,364000,0
2.7976717948913574,7719866,357333,0
2.824734687805176,7720200,357333,0
2.850179433822632,7719533,364000,0
2.8759572505950928,7720200,350666,0
2.9010939598083496,7720200,357333,0
2.9342007637023926,7729866,364000,0
2.9587788581848145,7720200,357333,0
2.989405870437622,7712533,357333,0
3.0164687633514404,7720866,357333,0
3.0489330291748047,7720533,370666,0
3.085080623626709,7719866,370666,0
3.1095564365386963,7720200,364000,0
3.1355044841766357,7719866,364000,0
3.1591262817382812,7720533,364000,0
3.1864941120147705,7720200,357333,0
3.216373920440674,7720200,370666,0
3.2647976875305176,7720533,364000,0
3.320554256439209,7720200,370666,0
3.3767166137695312,7712866,364000,0
3.414672374725342,7721200,384000,0
3.4646756649017334,7713200,390666,0
3.5101280212402344,7713533,390666,0
3.5341618061065674,7721533,384000,0
3.5600056648254395,7720533,364000,0
3.5946249961853027,7719866,357333,0
3.626918077468872,7720533,370666,0
3.6556801795959473,7720200,377333,0
3.6857566833496094,7713533,384000,0
3.7147858142852783,7713866,404000,0
3.741828680038452,7704800,409333,0
3.7685961723327637,7696133,429333,0
3.7960050106048584,7705800,436000,0
3.8239638805389404,7705800,429333,0
3.848116874694824,7704800,422666,0
3.879626750946045,7704466,409333,0
3.9068658351898193,7714200,404000,0
3.9370269775390625,7704800,416000,0
3.9619085788726807,7713866,397333,0
