time,voltage,current,LLR
0.05030250549316406,7295333,266666,0
0.0910186767578125,7101733,1054666,0
0.11631107330322266,7167666,840000,0
0.14299249649047852,7173733,736000,0
0.166001558303833,7191133,690666,0
0.2011868953704834,7215266,605333,0
0.22881031036376953,7230666,526666,0
0.259166955947876,7248066,474666,0
0.28582000732421875,7237133,468000,0
0.31271934509277344,7247733,468000,0
0.33896803855895996,7247400,468000,0
0.36316394805908203,7237400,468000,0
0.3969590663909912,7256133,442666,0
0.42356157302856445,7246133,442666,0
0.45128583908081055,7256466,449333,0
0.4757115840911865,7247133,462666,0
0.5051414966583252,7247400,468000,0
0.5344491004943848,7247400,468000,0
0.5612490177154541,7246800,456000,0
0.592491865158081,7256800,456000,0
0.6207389831542969,7246800,456000,0
0.6469471454620361,7247133,456000,0
0.6732041835784912,7247400,462666,0
0.7062473297119141,7246466,462666,0
0.7327470779418945,7246466,449333,0
0.7603378295898438,7246466,442666,0
0.7848725318908691,7246466,442666,0
0.8189830780029297,7256466,456000,0
0.8416905403137207,7256133,449333,0
0.8724255561828613,7245800,442666,0
0.8983955383300781,7255800,429333,0
0.9231553077697754,7255466,436000,0
0.9545347690582275,7255466,429333,0
0.9911890029907227,7256133,442666,0
1.018951177597046,7255800,436000,0
1.0423243045806885,7256133,442666,0
1.0688714981079102,7255800,442666,0
1.0930368900299072,7248066,481333,0
1.12050199508667,7238733,501333,0
1.1438002586364746,7230066,521333,0
1.1704657077789307,7238733,488000,0
1.1957790851593018,7247400,456000,0
1.2223408222198486,7246466,449333,0
1.246021032333374,7246133,442666,0
1.2717280387878418,7246133,436000,0
1.2971303462982178,7255466,436000,0
1.323286771774292,7255466,429333,0
1.3547000885009766,7255466,429333,0
1.3844826221466064,7255800,429333,0
1.4125690460205078,7255800,429333,0
1.436464548110962,7255800,422666,0
1.4621915817260742,7246133,436000,0
1.4873020648956299,7255466,422666,0
1.521768569946289,7255466,436000,0
1.55057954788208,7255466,436000,0
1.5749471187591553,7255133,422666,0
1.6025168895721436,7255800,429333,0
1.6264128684997559,7254800,429333,0
1.6529362201690674,7255133,422666,0
1.6802690029144287,7255133,422666,0
1.7132720947265625,7255133,429333,0
1.7396459579467773,7256133,436000,0
1.7643980979919434,7255800,449333,0
1.7923729419708252,7246800,449333,0
1.8196024894714355,7246800,442666,0
1.8432354927062988,7246466,442666,0
1.8707835674285889,7255466,442666,0
1.8972606658935547,7255800,436000,0
1.9307830333709717,7255466,442666,0
1.95628023147583,7245800,442666,0
1.9832994937896729,7246133,442666,0
2.0109214782714844,7246466,442666,0
2.03517746925354,7246133,449333,0
2.0604796409606934,7247133,456000,0
2.0856544971466064,7237733,474666,0
2.11175274848938,7237133,468000,0
2.136559247970581,7246133,449333,0
2.1609814167022705,7255800,429333,0
2.1926722526550293,7256133,429333,0
2.223212242126465,7254800,416000,0
2.255251407623291,7255133,422666,0
2.2881500720977783,7247133,462666,0
2.3198935985565186,7208200,632000,0
2.349691152572632,7222333,573333,0
2.380833387374878,7248066,481333,0
2.408912420272827,7246466,442666,0
2.4344582557678223,7246133,436000,0
2.46016001701355,7255466,436000,0
2.4856503009796143,7254466,422666,0
2.5137510299682617,7255466,436000,0
2.540018320083618,7247133,462666,0
2.5645670890808105,7247400,462666,0
2.600308418273926,7246800,449333,0
2.6252870559692383,7245800,436000,0
2.6505658626556396,7255800,436000,0
2.676182746887207,7246466,456000,0
2.7025763988494873,7247133,462666,0
2.7297942638397217,7246800,468000,0
2.7641329765319824,7118133,996000,1
