time,voltage,current,LLR
0.04786515235900879,7822333,246666,0
0.08362388610839844,7740666,560000,0
0.10684728622436523,7766733,481333,0
0.13158106803894043,7764800,456000,0
0.1537635326385498,7774133,436000,0
0.17989897727966309,7774133,436000,0
0.20192909240722656,7783133,422666,0
0.22883820533752441,7782466,404000,0
0.253277063369751,7781533,377333,0
0.27992749214172363,7791200,384000,0
0.30684566497802734,7790866,384000,0
0.332749605178833,7781533,370666,0
0.35871362686157227,7791533,384000,0
0.38423967361450195,7791533,370666,0
0.4144158363342285,7790200,377333,0
0.44051504135131836,7789866,364000,0
0.4652211666107178,7800200,377333,0
0.48961853981018066,7799866,364000,0
0.5132458209991455,7799866,364000,0
0.541269063949585,7799866,350666,0
0.5634407997131348,7790200,345333,0
0.5877425670623779,7789866,357333,0
0.6102931499481201,7789866,350666,0
0.6413843631744385,7799866,364000,0
0.663794755935669,7790200,370666,0
0.688434362411499,7790866,364000,0
0.7113785743713379,7790200,364000,0
0.7386999130249023,7799866,364000,0
0.7646224498748779,7781533,390666,0
0.7903416156768799,7781866,377333,0
0.8212771415710449,7791200,397333,0
0.8472573757171631,7782200,384000,0
0.8714141845703125,7782200,390666,0
0.8972177505493164,7791200,377333,0
0.9215214252471924,7790533,377333,0
0.949908971786499,7790533,370666,0
0.9735758304595947,7790533,370666,0
1.0053234100341797,7790200,370666,0
1.033775806427002,7790533,370666,0
1.0595004558563232,7790866,377333,0
1.0844852924346924,7789866,357333,0
1.1108503341674805,7790200,370666,0
1.140498161315918,7799866,370666,0
1.1644601821899414,7790866,364000,0
1.2016680240631104,7790533,377333,0
1.2452270984649658,7791200,390666,0
1.2944846153259277,7781866,404000,0
1.3555469512939453,7782466,404000,0
1.4052109718322754,7790533,370666,0
1.4302926063537598,7790533,377333,0
1.4733009338378906,7790200,364000,0
1.498375654220581,7799533,350666,0
1.5244572162628174,7799866,357333,0
1.5575077533721924,7789866,370666,0
1.5856175422668457,7789866,357333,0
1.6167242527008057,7790200,364000,0
1.6415300369262695,7789866,357333,0
1.668525218963623,7799866,357333,0
1.6925880908966064,7799866,357333,0
1.7221488952636719,7789866,350666,0
1.7536444664001465,7789866,357333,0
1.7812082767486572,7799533,350666,0
1.8039331436157227,7799533,357333,0
1.8305366039276123,7799533,357333,0
1.8552227020263672,7799866,345333,0
1.8826863765716553,7780533,370666,0
1.9117136001586914,7789866,357333,0
1.9401679039001465,7790533,364000,0
1.9642226696014404,7789533,364000,0
1.9878699779510498,7789866,364000,0
2.0177955627441406,7790200,364000,0
2.041848659515381,7790533,384000,0
2.0673022270202637,7781200,377333,0
2.0901503562927246,7782200,404000,0
2.1144356727600098,7782800,416000,0
2.139906883239746,7774133,449333,0
2.1679508686065674,7773800,436000,0
2.1911919116973877,7774133,442666,0
2.219942331314087,7783133,416000,0
2.2508842945098877,7791200,384000,0
2.2760565280914307,7790200,364000,0
2.300457239151001,7799866,357333,0
2.32556414604187,7798933,345333,0
2.3514811992645264,7798933,345333,0
2.3782427310943604,7789866,350666,0
2.403862476348877,7790533,370666,0
2.4341821670532227,7781533,390666,0
2.460635185241699,7781866,397333,0
2.48810076713562,7781533,377333,0
2.5136518478393555,7790200,370666,0
2.5419726371765137,7790866,377333,0
2.5653650760650635,7791200,377333,0
2.5894579887390137,7772800,416000,0
2.6125543117523193,7756400,488000,0
2.640322208404541,7731266,578666,0
2.669912338256836,7756400,488000,0
2.693917751312256,7717533,657333,0
2.7180161476135254,7731933,598666,0
2.743269681930542,7740000,560000,0
2.7676544189453125,7749333,540000,0
2.791719913482666,7748333,526666,0
2.820587158203125,7757400,508000,0
2.865344762802124,7773133,422666,0
2.92844557762146,7773800,429333,0
3.012657403945923,7790200,370666,0
3.0844857692718506,7805600,318666,0
3.152440309524536,7790200,364000,0
