time,voltage,current,LLR
0.05094623565673828,7461000,260000,0
0.08505821228027344,7242600,1133333,0
0.11397957801818848,7315933,853333,0
0.13623738288879395,7340400,749333,0
0.1628098487854004,7358133,722666,0
0.190687894821167,7365533,670666,0
0.21630287170410156,7372933,605333,0
0.24010610580444336,7387000,533333,0
0.26480674743652344,7404733,501333,0
0.28975343704223633,7413733,481333,0
0.31594133377075195,7404400,488000,0
0.34270644187927246,7404733,494666,0
0.36745572090148926,7404733,488000,0
0.4009876251220703,7413133,462666,0
0.43166065216064453,7412800,456000,0
0.4603278636932373,7412800,462666,0
0.48966526985168457,7413400,468000,0
0.5143611431121826,7413400,474666,0
0.5401284694671631,7413133,468000,0
0.5651571750640869,7422466,442666,0
0.5905025005340576,7422133,449333,0
0.6218526363372803,7422133,449333,0
0.6447010040283203,7412800,449333,0
0.6699562072753906,7412466,449333,0
0.699542760848999,7422133,442666,0
0.7278480529785156,7421466,436000,0
0.7526085376739502,7421133,429333,0
0.809882640838623,7421800,436000,0
0.8661255836486816,7421466,429333,0
0.9201223850250244,7412466,456000,0
0.9547483921051025,7412133,442666,0
0.9959020614624023,7412466,449333,0
1.0218522548675537,7422466,449333,0
1.0454638004302979,7412466,449333,0
1.0690340995788574,7413133,456000,0
1.0938782691955566,7413400,474666,0
1.1184666156768799,7412800,462666,0
1.1430919170379639,7414066,488000,0
1.1665129661560059,7395066,501333,0
1.1978859901428223,7413400,468000,0
1.2244775295257568,7412466,449333,0
1.2484068870544434,7422133,436000,0
1.272014856338501,7421800,436000,0
1.2977020740509033,7421466,442666,0
1.3215489387512207,7421466,429333,0
1.3451671600341797,7421800,436000,0
1.369621753692627,7421466,436000,0
1.3950443267822266,7412133,456000,0
1.4223344326019287,7422133,442666,0
1.450411319732666,7422133,436000,0
1.4750325679779053,7421466,436000,0
1.5039608478546143,7421800,436000,0
1.5291595458984375,7421466,429333,0
1.55511474609375,7421800,442666,0
1.5911622047424316,7411800,442666,0
1.6376006603240967,7275466,1009333,1
1.6631536483764648,7293466,984000,1
1.6925256252288818,7307933,905333,1
1.7249653339385986,7331733,761333,1
1.7515182495117188,7358800,716000,1
1.776843786239624,7355866,690666,1
1.8046247959136963,7365200,650666,1
1.8268539905548096,7374533,632000,1
1.8527443408966064,7372933,618666,1
1.8805418014526367,7382266,612000,1
1.905791997909546,7382266,605333,1
1.9297261238098145,7389600,598666,1
1.954960823059082,7381600,578666,1
1.9775726795196533,7388666,585333,1
2.009006977081299,7388333,560000,1
2.0395450592041016,7387333,540000,1
2.0708985328674316,7373266,618666,1
2.1005828380584717,7313666,833333,1
2.1465625762939453,7314666,846666,2
2.175482988357544,7308266,892000,2
2.205012083053589,7307600,846666,2
2.232632637023926,7354533,637333,2
2.260817527770996,7388666,592000,2
2.2842772006988525,7381266,592000,2
2.3131284713745117,7388933,573333,2
2.339663028717041,7397333,540000,2
2.3691482543945312,7405400,521333,2
