angle,distance,weight
-0.37245326237559,19.0,0.046533676104881565
-0.37245326237559,19.0,0.046533676104881565
-0.3686135380212025,19.0,0.04656695778704656
-0.36093408931242743,19.0,0.04663366417774109
-0.34941491624926485,19.0,0.04673408286962478
-0.33405601883171476,19.0,0.04686864913255185
-0.3186971214141647,19.0,0.04700399257431839
-0.3071779483510021,19.0,0.047106014238259664
-0.299498499642227,19.0,0.04717427507845841
-0.29181905093345195,19.0,0.04724273403791107
-0.28797932657906444,19.0,0.04727703808209321
-0.28413960222467693,19.0,0.04731139198039875
-0.2802998778702894,19.0,0.047345795841586345
-0.27262042916151435,19.0,0.04741475388922631
-0.25726153174396427,19.0,0.04755327435975376
-0.2457423586808017,19.0,0.047657697024767715
-0.23806290997202662,19.0,0.04772756728905631
-0.22654373690886404,19.0,0.047832757666323014
-0.21118483949131395,19.900000000000002,0.045907880286226464
-0.19582594207376386,19.1,0.04787616476740342
-0.18046704465621377,19.5,0.047081167956850904
-0.1689478715930512,19.8,0.04650552130844564
-0.1574286985298886,19.700000000000003,0.046834558040261175
-0.14590952546672603,19.700000000000003,0.046939397695278925
-0.13823007675795101,19.700000000000003,0.047009551949105007
-0.12287117934040091,19.700000000000003,0.04715049144587453
-0.10751228192285082,19.700000000000003,0.047292278586331796
-0.09599310885968824,19.700000000000003,0.04739917981832919
-0.08447393579652566,19.700000000000003,0.04750656543231282
-0.07295476273336308,19.700000000000003,0.04761443872794545
-0.061435589670200505,19.700000000000003,0.04772280303492822
-0.04223696789826288,12.200000000000001,0.0751229823587144
-0.0307177948351003,11.3,0.08080438649490475
-0.023038346126325257,11.3,0.08092792390369444
-0.003839724354387633,11.3,0.08123842637527702
0.007679448708774947,11.3,0.08117613541447168
0.01919862177193752,10.9,0.083712181742383
0.03455751918948762,10.9,0.08345680144191371
0.046076692252650195,10.9,0.08326628643436668
0.0614355896702003,10.9,0.0830136153632785
0.07295476273336288,10.3,0.08722290988216556
0.0767944870877504,10.3,0.0871569407096519
0.08831366015091296,10.3,0.08695963056905406
0.09983283321407554,10.3,0.08676321177126334
0.11519173063162565,10.3,0.0865026961661039
0.1228711793404007,10.9,0.08201808175879016
0.13055062804917575,10.9,0.08189531644611295
0.14590952546672586,10.9,0.08165088506657765
0.16126842288427595,11.200000000000001,0.0794060746301471
0.17278759594743853,11.3,0.07858510667616071
0.18046704465621358,11.3,0.07846861326141817
0.2035053907825387,12.200000000000001,0.07279475091134939
0.22270401255447636,13.0,0.06838274891403907
0.23806290997202645,13.100000000000001,0.06769867700575362
0.24958208303518903,13.100000000000001,0.06755012560409128
0.2611012560983516,13.100000000000001,0.06740222470855729
0.2687807048071266,13.100000000000001,0.067303983396856
0.2764601535159017,13.100000000000001,0.06720602804926412
0.2841396022246767,13.100000000000001,0.06710835741900531
0.3071779483510019,13.100000000000001,0.06681704147270874
0.3340560188317146,13.100000000000001,0.06648035337950615
