angle,distance,weight
-0.36477381366681494,10.3,0.08247838426644902
-0.36477381366681494,10.3,0.08247838426644902
-0.35709436495803987,10.3,0.08259661786070861
-0.3494149162492648,10.3,0.08271519091968987
-0.3340560188317147,10.3,0.08295336129655194
-0.3186971214141646,10.3,0.083192907211183
-0.30717794835100204,10.3,0.0833734765278932
-0.29565877528783946,10.3,0.08355483139718425
-0.2879793265790644,10.3,0.08367617359662514
-0.2879793265790644,10.3,0.08367617359662514
-0.2841396022246769,10.3,0.08373697695645796
-0.2764601535159018,10.3,0.08385884915881629
-0.26878070480712674,10.3,0.08398107662793537
-0.25342180738957665,10.100000000000001,0.08574420005963294
-0.23806290997202656,10.100000000000001,0.08599561673703839
-0.2188642882000889,10.100000000000001,0.0863119685769419
-0.19582594207376375,10.100000000000001,0.08669467674097374
-0.17662732030182615,10.3,0.08547609258462048
-0.16126842288427606,10.3,0.08573045225555705
-0.14590952546672598,10.3,0.08598633029135168
-0.1305506280491759,11.200000000000001,0.0798814971892413
-0.12287117934040083,11.200000000000001,0.08000124368275432
-0.11135200627723825,11.200000000000001,0.08018153808824982
-0.09215338450530063,11.8,0.07671116137008292
-0.08447393579652558,11.8,0.0768270237850684
-0.07679448708775054,12.600000000000001,0.07241716397199018
-0.06527531402458796,13.700000000000001,0.06715055615634748
-0.049916416607037856,13.700000000000001,0.06735478894327937
-0.034557519189487754,13.700000000000001,0.06756026783393014
-0.02303834612632518,13.700000000000001,0.06771520163370351
-0.007679448708775079,13.700000000000001,0.06792288881619059
0.007679448708775023,13.700000000000001,0.06792288881619059
0.015358897417550074,13.700000000000001,0.06781888622106537
0.026878070480712647,13.700000000000001,0.06766347813748384
0.0345575191894877,13.700000000000001,0.06756026783393014
0.0499164166070378,23.400000000000002,0.040578499896156014
0.0652753140245879,22.5,0.042004815978651404
0.07679448708775047,23.3,0.04052977078267763
0.08447393579652553,23.6,0.03997503676621445
0.09599310885968809,21.200000000000003,0.044196532533306944
0.10751228192285067,21.200000000000003,0.044096854357525604
0.11903145498601325,21.900000000000002,0.04265271922504887
0.13055062804917583,23.3,0.040105113815174655
0.14590952546672592,22.700000000000003,0.04099770178448413
0.1574286985298885,27.1,0.034500902186242216
0.1727875959474386,25.1,0.03703436061750102
0.18046704465621366,24.1,0.03845274673766707
0.19582594207376375,25.900000000000002,0.03577363984478842
0.20734511513692633,25.700000000000003,0.03596187951104756
0.2188642882000889,23.3,0.03942645478205989
0.2303834612632515,23.700000000000003,0.03870254471718595
0.2380629099720265,25.5,0.03602080550117457
0.24958208303518908,27.3,0.03365571629037764
0.25726153174396416,27.700000000000003,0.03313817028554269
0.27262042916151424,25.900000000000002,0.03525260512210134
0.2841396022246768,25.5,0.03570671092860283
0.2994984996422269,25.900000000000002,0.035073810467255315
0.314857397059777,28.8,0.03156909440169534
0.3263765701229396,28.8,0.031500820997238686
0.34173546754048967,27.1,0.033310511937878824
